Item Number,Item Name,Item Description,Attribute,Size,Regular Price,Department Name,Manufacturer,Qty 1
1969,R41C-36,MICKEY THOMPSON STREET COMP,XL,255/35R20,146.392,AUTO TIRES,MICKEY THOMPSON,1
1530,R40B-15,SUPERMAX TM-1,SL,245/45R18,57.568,AUTO TIRES,SUPERMAX,1
1531,R40B-16,SUPERMAX TM-1,SL,235/65R18,60.768,AUTO TIRES,SUPERMAX,1
1532,R40B-17,BFGOODRICH ADVANTAGE T/A SPORT,SL,225/55R18,120.792,AUTO TIRES,BFGOODRICH,1
1533,R40B-18,WATERFALL ECO DYNAMIC,XL,205/55R16,43.872,AUTO TIRES,WATERFALL,1
1534,R40B-19,SUPERMAX TM-1,SL,235/65R18,60.768,AUTO TIRES,SUPERMAX,1
1535,R40B-20,SUPERMAX TM-1,SL,235/65R18,60.768,AUTO TIRES,SUPERMAX,1
1536,R40B-21,SUPERMAX TM-1,SL,245/45R18,57.568,AUTO TIRES,SUPERMAX,1
1537,R40B-22,BRIDGESTONE BLIZZAK WS80,XL,245/50R18,132.8,AUTO TIRES,BRIDGESTONE,1
1538,R40B-23,PIRELLI P ZERO NERO,SL,235/50ZR18,141.2,AUTO TIRES,PIRELLI,1
1539,R40B-24,GOODYEAR ASSURANCE MAXLIFE,SL,225/60R18,119.192,AUTO TIRES,GOODYEAR,1
2258,R50C-11,FIRESTONE DESTINATION A/T,C,31X10.50R15,121.88,AUTO TIRES,FIRESTONE,1
2259,R50C-12,LINGLONG CROSSWIND M/T,E,245/75R16,89.712,AUTO TIRES,LINGLONG,0
2260,R50C-13,SUPERMAX TM-1,SL,235/65R18,60.768,AUTO TIRES,SUPERMAX,1
2261,R50C-14,BFGOODRICH TOURING T/A,SL,205/70R15,64.8,AUTO TIRES,BFGOODRICH,1
2262,R50C-15,GENERAL ALTIMAX RT43,SL,215/70R15,65.592,AUTO TIRES,GENERAL,1
2263,R50C-16,COOPER CS5 GRAND TOURING,SL,215/65R15,70.392,AUTO TIRES,COOPER,1
2264,R50C-17,SUPERMAX TM-1,SL,195/65R15,37.568,AUTO TIRES,SUPERMAX,1
2265,R50C-18,CORSA ALL-TERRAIN XL,C,31X10.50R15,96,AUTO TIRES,CORSA,1
2266,R50C-19,STARFIRE SOLARUS AS,SL,235/65R16,61.352,AUTO TIRES,STARFIRE,1
2267,R50C-20,SUPERMAX TM-1,SL,195/60R15,38.368,AUTO TIRES,SUPERMAX,1
1150,R22B-08,RADAR DIMAX AS-8,XL,225/65R17,61.568,AUTO TIRES,RADAR,1
1151,R22B-09,GOODYEAR ASSURANCE COMFORTRED TOURING,SL,225/65R17,127.992,AUTO TIRES,GOODYEAR,1
1152,R22B-10,STARFIRE SOLARUS AS,SL,235/65R16,61.352,AUTO TIRES,STARFIRE,1
1153,R22B-11,SUPERMAX TM-1,SL,225/60R17,51.168,AUTO TIRES,SUPERMAX,1
1154,R22B-12,SUPERMAX TM-1,SL,215/65R17,51.168,AUTO TIRES,SUPERMAX,1
1155,R22B-13,HANKOOK DYNAPRO AT-M,E,235/85R16,122.36,AUTO TIRES,HANKOOK,1
1156,R22B-14,FALKEN SINCERA SN250 A/S,SL,225/65R17,80.8,AUTO TIRES,FALKEN,1
1157,R22B-15,SUPERMAX TM-1,SL,225/60R17,51.168,AUTO TIRES,SUPERMAX,1
1158,R22B-16,GT RADIAL ADVENTURO AT3,SL,245/65R17,91.184,AUTO TIRES,GT RADIAL,1
1159,R22B-17,SUPERMAX TM-1,SL,225/65R17,53.168,AUTO TIRES,SUPERMAX,1
1970,R41C-37,PIRELLI P ZERO,XL,245/35ZR20,240.72,AUTO TIRES,PIRELLI,1
1971,R41B-40,COOPER EVOLUTION TOUR,SL,195/65R15,59.192,AUTO TIRES,COOPER,1
1972,R41A-08,WESTLAKE RADIAL SA-07,SL,245/40ZR19,70.368,AUTO TIRES,WESTLAKE,1
1973,R41A-09,LEXANI LX-TWENTY,XL,255/40ZR19,69.824,AUTO TIRES,LEXANI,1
1974,R41A-10,SUMITOMO HTR Z III,XL,235/35ZR19,69.112,AUTO TIRES,SUMITOMO,1
1975,R41A-11,LEXANI LX-TWENTY,XL,255/40ZR19,69.824,AUTO TIRES,LEXANI,1
1976,R41A-12,WESTLAKE RADIAL SA-07,SL,245/40ZR19,70.368,AUTO TIRES,WESTLAKE,1
1977,R41A-13,LEXANI LX-TWENTY,XL,225/35ZR19,59.608,AUTO TIRES,LEXANI,1
1978,R41A-14,LEXANI LX-TWENTY,XL,255/40ZR19,69.824,AUTO TIRES,LEXANI,1
1979,R41A-15,MICKEY THOMPSON STREET COMP,XL,255/40R19,172.792,AUTO TIRES,MICKEY THOMPSON,1
1240,R30B-01,SUPERMAX TM-1,SL,215/45R17,43.968,AUTO TIRES,SUPERMAX,1
1241,R30B-02,SUMIC GT55A,SL,205/55R16,40.16,AUTO TIRES,SUMIC,1
1242,R30B-03,ANTARES INGENS A1,SL,215/60R16,48,AUTO TIRES,ANTARES,1
1243,R30B-04,SUPERMAX TM-1,SL,215/65R16,44.656,AUTO TIRES,SUPERMAX,1
1244,R30B-05,SUMIC GT60A,SL,215/60R16,65.944,AUTO TIRES,SUMIC,1
1245,R30B-06,FIRESTONE DESTINATION A/T,SL,245/70R16,96.768,AUTO TIRES,FIRESTONE,1
1246,R30B-07,NANKANG CROSS SPORT SP-9,SL,225/60R16,46.368,AUTO TIRES,NANKANG,1
1247,R30B-08,LEXANI LXUHP-207,XL,235/50ZR18,57.984,AUTO TIRES,LEXANI,1
1248,R30B-09,BRIDGESTONE ECOPIA EP422 PLUS,SL,205/65R16,88,AUTO TIRES,BRIDGESTONE,1
1249,R30B-10,ANTARES INGENS A1,SL,215/60R16,48,AUTO TIRES,ANTARES,1
1980,R41A-16,LEXANI LX-TWENTY,XL,255/40ZR19,69.824,AUTO TIRES,LEXANI,1
1981,R60A-01,SUPERMAX TM-1,SL,185/65R14,35.968,AUTO TIRES,SUPERMAX,1
1982,R60A-02,STARFIRE RS-C 2.0,SL,205/60R16,50.168,AUTO TIRES,STARFIRE,1
1983,R60A-03,ANTARES INGENS A1,XL,195/45ZR16,42.752,AUTO TIRES,ANTARES,1
1984,R60A-04,WATERFALL ECO DYNAMIC,SL,215/60R16,38.52,AUTO TIRES,WATERFALL,1
1985,R60A-05,WESTLAKE RADIAL RP18,SL,205/55R16,36.176,AUTO TIRES,WESTLAKE,1
1986,R60A-06,PIRELLI CINTURATO P7,SL,205/55R16,59.192,AUTO TIRES,PIRELLI,1
1987,R60A-07,MRF WANDERER SPORT,SL,205/60R16,37.544,AUTO TIRES,MRF,1
1988,R60A-08,SUPERMAX TM-1,SL,205/55R16,39.968,AUTO TIRES,SUPERMAX,1
1989,R60A-09,SUMIC GT50A,SL,225/50R16,53.576,AUTO TIRES,SUMIC,1
2190,R50A-01,SUPERMAX TM-1,SL,195/65R15,37.568,AUTO TIRES,SUPERMAX,1
2191,R50A-02,MICHELIN PREMIERE A/S,SL,215/50R17,304.864,AUTO TIRES,MICHELIN,1
2192,R50A-03,SOLAR 4XS+,SL,195/65R15,36.984,AUTO TIRES,SOLAR,1
2193,R50A-04,WATERFALL ECO DYNAMIC,XL,205/55R16,43.872,AUTO TIRES,WATERFALL,1
2194,R50A-05,WESTLAKE RADIAL RP18,SL,205/70R15,39.28,AUTO TIRES,WESTLAKE,1
2195,R50A-06,SUPERMAX TM-1,SL,195/60R15,38.368,AUTO TIRES,SUPERMAX,1
2196,R50A-07,SUPERMAX TM-1,SL,195/60R15,38.368,AUTO TIRES,SUPERMAX,1
2197,R50A-08,WATERFALL ECO DYNAMIC,SL,185/60R15,39.192,AUTO TIRES,WATERFALL,1
2198,R50A-09,WATERFALL ECO DYNAMIC,SL,195/45R15,39.192,AUTO TIRES,WATERFALL,1
2199,R50A-10,HANKOOK KINERGY PT,SL,195/65R15,62.4,AUTO TIRES,HANKOOK,1
712,R11A-08,COOPER ZEON RS3-G1,SL,235/50R18,115.992,AUTO TIRES,COOPER,1
713,R11A-09,ANTARES INGENS A1,XL,235/40ZR18,63.952,AUTO TIRES,ANTARES,1
714,R11A-12,ANTARES INGENS A1,XL,245/40ZR19,72.688,AUTO TIRES,ANTARES,1
715,R11A-13,NANKANG SPORTNEX NS-25,XL,245/35ZR19,66.368,AUTO TIRES,NANKANG,1
716,R11A-14,GOODYEAR ASSURANCE MAXLIFE,XL,235/40R19,139.992,AUTO TIRES,GOODYEAR,1
717,R11A-15,BRIDGESTONE DUELER H/L 422,XL,235/55R19,167.61,AUTO TIRES,BRIDGESTONE,1
718,R11A-16,FALKEN AZENIS FK510,XL,255/30ZR19,140,AUTO TIRES,FALKEN,1
719,R11A-17,NANKANG SPORTNEX NS-25,XL,245/35ZR19,66.368,AUTO TIRES,NANKANG,1
720,R11A-18,NANKANG SPORTNEX NS-25,XL,245/35ZR19,66.368,AUTO TIRES,NANKANG,1
721,R11A-19,FIRESTONE ALL SEASON,SL,235/55R19,116,AUTO TIRES,FIRESTONE,1
722,R11A-20,NITTO NT555 G2,XL,245/45ZR19,161.6,AUTO TIRES,NITTO,1
723,R11A-21,ANTARES INGENS A1,XL,245/40ZR19,72.688,AUTO TIRES,ANTARES,1
724,R11A-22,NEXEN N'FERA RU5,XL,255/50ZR19,185.744,AUTO TIRES,NEXEN,1
725,R11B-01,NANKANG SPORTNEX NS-25,XL,245/35ZR19,66.368,AUTO TIRES,NANKANG,1
726,R11B-02,IRONMAN IMOVE GEN2 AS,XL,225/35ZR19,57.952,AUTO TIRES,IRONMAN,1
727,R11B-03,BFGOODRICH G-FORCE COMP-2 A/S,SL,245/40ZR19,173.432,AUTO TIRES,BFGOODRICH,1
728,R11B-04,BFGOODRICH G-FORCE COMP-2 A/S,SL,245/40ZR19,173.432,AUTO TIRES,BFGOODRICH,1
729,R11B-05,NANKANG SPORTNEX NS-25,SL,275/40ZR19,91.976,AUTO TIRES,NANKANG,1
730,R11B-06,NANKANG SPORTNEX NS-25,SL,275/40ZR19,91.976,AUTO TIRES,NANKANG,1
731,R11B-07,GT RADIAL SAVERO HT2,SL,245/55R19,106.808,AUTO TIRES,GT RADIAL,1
732,R11B-08,PIRELLI CINTURATO P7,XL,245/40R19,97.544,AUTO TIRES,PIRELLI,1
733,R11B-11,DELINTE DESERT STORM D8+,XL,275/40ZR20,88,AUTO TIRES,DELINTE,1
734,R11B-12,SENTURY UHP,XL,245/35ZR20,58.128,AUTO TIRES,SENTURY,1
735,R11B-13,MILESTAR MS932 XP,XL,245/45ZR20,77.576,AUTO TIRES,MILESTAR,1
736,R11B-14,BRIDGESTONE POTENZA RE97AS,SL,245/40R20,113.576,AUTO TIRES,BRIDGESTONE,1
1250,R30B-11,SUPERMAX TM-1,SL,215/70R16,54.368,AUTO TIRES,SUPERMAX,1
1251,R30B-12,SUPERMAX TM-1,SL,215/70R16,54.368,AUTO TIRES,SUPERMAX,1
1252,R30B-13,WESTLAKE RADIAL RP18,SL,225/60R16,44.768,AUTO TIRES,WESTLAKE,1
1253,R30B-14,SUPERMAX TM-1,SL,205/55R16,39.968,AUTO TIRES,SUPERMAX,1
1254,R30B-15,SUMITOMO ENCOUNTER HT,SL,265/70R17,119.192,AUTO TIRES,SUMITOMO,1
1255,R30B-16,ANTARES INGENS A1,SL,215/60R16,48,AUTO TIRES,ANTARES,1
1256,R30B-17,SUMIC GT55A,SL,205/55R16,40.16,AUTO TIRES,SUMIC,1
1257,R30B-18,SUPERMAX TM-1,SL,215/65R16,44.656,AUTO TIRES,SUPERMAX,1
1258,R30B-19,SUPERMAX TM-1,SL,205/50R17,45.568,AUTO TIRES,SUPERMAX,1
1259,R30B-20,DOUGLAS ALL SEASON,SL,215/70R16,41.6,AUTO TIRES,DOUGLAS,1
1260,R30B-21,ANTARES INGENS A1,SL,215/60R16,48,AUTO TIRES,ANTARES,1
1261,R30B-22,LEMANS TOURING A/S II,SL,235/65R16,67.176,AUTO TIRES,LEMANS,1
1262,R30B-23,BRIDGESTONE ECOPIA H/L 422 PLUS,SL,225/70R16,122.392,AUTO TIRES,BRIDGESTONE,1
1263,R30B-24,BRIDGESTONE ECOPIA H/L 422 PLUS,SL,225/70R16,122.392,AUTO TIRES,BRIDGESTONE,1
1264,R30B-25,ANTARES COMFORT A5,SL,215/70R16,59.176,AUTO TIRES,ANTARES,1
1265,R30B-26,DOUGLAS ALL SEASON,SL,215/70R16,41.6,AUTO TIRES,DOUGLAS,1
1266,R30B-27,SUPERMAX TM-1,SL,215/60R16,42.368,AUTO TIRES,SUPERMAX,1
1267,R30B-28,SUPERMAX TM-1,SL,205/50R17,45.568,AUTO TIRES,SUPERMAX,1
1268,R30B-29,SUPERMAX TM-1,SL,225/60R16,47.168,AUTO TIRES,SUPERMAX,1
1269,R30B-30,MILESTAR MS932 SPORT,SL,225/60R16,71.192,AUTO TIRES,MILESTAR,1
1270,R30B-31,SUPERMAX TM-1,SL,215/60R16,42.368,AUTO TIRES,SUPERMAX,1
1271,R30B-32,SUPERMAX TM-1,SL,225/65R16,55.968,AUTO TIRES,SUPERMAX,1
1272,R30B-33,KENDA BEAR CLAW,C,25X10.00-12,55.992,ATV TIRES,KENDA,1
1273,R30B-34,SUPERMAX TM-1,SL,225/60R16,47.168,AUTO TIRES,SUPERMAX,1
1274,R30B-35,SUPERMAX TM-1,SL,225/60R16,47.168,AUTO TIRES,SUPERMAX,1
1275,R30B-36,SUPERMAX TM-1,SL,205/55R16,39.968,AUTO TIRES,SUPERMAX,1
1276,R30B-37,SUPERMAX TM-1,SL,205/60R16,43.168,AUTO TIRES,SUPERMAX,1
1277,R30B-38,FIRESTONE ALL SEASON,SL,205/55R16,81.184,AUTO TIRES,FIRESTONE,1
1278,R30B-39,SUMIC GT55A,SL,205/55R16,40.16,AUTO TIRES,SUMIC,1
1279,R30B-40,SUPERMAX TM-1,SL,205/60R16,43.168,AUTO TIRES,SUPERMAX,1
1280,R30B-41,SUPERMAX TM-1,SL,225/60R16,47.168,AUTO TIRES,SUPERMAX,1
1281,R30B-42,SUPERMAX TM-1,SL,215/65R16,44.656,AUTO TIRES,SUPERMAX,1
1282,R30B-43,SUPERMAX TM-1,SL,205/60R16,43.168,AUTO TIRES,SUPERMAX,1
1283,R30B-44,SUPERMAX TM-1,SL,215/60R16,42.368,AUTO TIRES,SUPERMAX,1
1284,R30B-45,SUPERMAX TM-1,SL,225/60R16,47.168,AUTO TIRES,SUPERMAX,1
1285,R30B-46,SUMITOMO HTR ZIII,XL,255/40ZR19,160,AUTO TIRES,SUMITOMO,1
1286,R30B-47,DICK CEPEK TRAIL COUNTRY,SL,245/65R17,108.792,AUTO TIRES,DICK,1
1287,R30B-48,SUPERMAX TM-1,SL,215/65R16,44.656,AUTO TIRES,SUPERMAX,1
1288,R30B-49,SUPERMAX TM-1,SL,215/60R16,42.368,AUTO TIRES,SUPERMAX,1
1289,R30B-50,SUPERMAX TM-1,SL,215/65R16,44.656,AUTO TIRES,SUPERMAX,1
1290,R30B-51,HANKOOK KINERGY GT,SL,205/65R16,85.584,AUTO TIRES,HANKOOK,1
1291,R30B-52,GT RADIAL SAVERO HT2,SL,255/65R16,106.392,AUTO TIRES,GT RADIAL,1
1292,R30C-01,SUPERMAX TM-1,SL,225/65R16,55.968,AUTO TIRES,SUPERMAX,1
1293,R30C-02,BRIDGESTONE ECOPIA EP422 PLUS,SL,225/65R16,100.792,AUTO TIRES,BRIDGESTONE,1
1294,R30C-03,SUPERMAX TM-1,SL,215/70R16,54.368,AUTO TIRES,SUPERMAX,1
1295,R30C-04,ANTARES SMT A7,XL,225/70R16,90.936,AUTO TIRES,ANTARES,1
1296,R30C-05,THUNDERER TRAC GRIP M/T R408,E,265/75R16,101.568,AUTO TIRES,THUNDERER,1
1297,R30C-06,SUPERMAX TM-1,SL,205/50R17,45.568,AUTO TIRES,SUPERMAX,1
1298,R30C-07,ATTURO AZ610,SL,265/60R18,79.936,AUTO TIRES,ATTURO,1
1299,R30C-08,BFGOODRICH RUGGED TERRAIN T/A,XL,235/75R15,83.976,AUTO TIRES,BFGOODRICH,1
1300,R30C-09,WESTLAKE RADIAL SA-07,SL,235/45ZR18,55.168,AUTO TIRES,WESTLAKE,1
1301,R30C-10,SUPERMAX TM-1,SL,215/60R16,42.368,AUTO TIRES,SUPERMAX,1
1302,R30C-11,VX GOLF VISION,C,23X10.5-12,59.192,ATV TIRES,VISION,1
1303,R30C-12,GOODYEAR WRANGLER SR-A,SL,235/70R16,109.264,AUTO TIRES,GOODYEAR,1
1304,R30C-13,SUPERMAX TM-1,SL,215/65R16,44.656,AUTO TIRES,SUPERMAX,1
1305,R30C-14,DOUGLAS ALL SEASON,SL,215/70R16,41.6,AUTO TIRES,DOUGLAS,1
1306,R30C-15,NEXEN ROADIAN CT8 HL,E,245/75R16,103.184,AUTO TIRES,NEXEN,1
1307,R30C-16,PROMETER RADIAL LL856,E,215/85R16,52,AUTO TIRES,PROMETER,1
1308,R30C-17,SUPERMAX TM-1,SL,215/50R17,46.368,AUTO TIRES,SUPERMAX,1
1309,R30C-18,BFGOODRICH RUGGED TERRAIN T/A,SL,235/70R16,119.664,AUTO TIRES,BFGOODRICH,1
1310,R30C-19,SUPERMAX TM-1,SL,235/65R16,56.768,AUTO TIRES,SUPERMAX,1
1311,R30C-20,WESTLAKE RADIAL RP18,SL,235/65R16,53.568,AUTO TIRES,WESTLAKE,1
1312,R30C-21,VERCELLI STRADA II,XL,225/35ZR20,55.76,AUTO TIRES,VERCELLI,1
1313,R30C-22,FIRESTONE TRANSFORCE HT,E,225/75R16,109.424,AUTO TIRES,FIRESTONE,1
1314,R30C-23,SUPERMAX TM-1,SL,215/70R16,54.368,AUTO TIRES,SUPERMAX,1
1315,R30C-24,LEMANS TOURING A/S II,SL,235/65R16,67.176,AUTO TIRES,LEMANS,1
1316,R30C-25,SUPERMAX TM-1,SL,215/70R16,54.368,AUTO TIRES,SUPERMAX,1
1317,R30C-26,SUPERMAX TM-1,SL,225/65R16,55.968,AUTO TIRES,SUPERMAX,1
1318,R30C-27,ARCTIC CLAW WINTER XSI,E,215/85R16,82.92,AUTO TIRES,ARCTIC,1
1319,R30C-28,SUPERMAX TM-1,SL,215/65R16,44.656,AUTO TIRES,SUPERMAX,1
1320,R30C-29,SUPERMAX TM-1,SL,245/45R18,57.568,AUTO TIRES,SUPERMAX,1
1321,R30C-30,BFGOODRICH ALL-TERRAIN T/A K02,C,235/70R16,76,AUTO TIRES,BFGOODRICH,1
1322,R30C-31,SUPERMAX TM-1,SL,215/60R16,42.368,AUTO TIRES,SUPERMAX,1
1323,R30C-32,SUPERMAX TM-1,SL,215/70R16,54.368,AUTO TIRES,SUPERMAX,1
1324,R30C-33,GT RADIAL CHAMPIRO HPY,XL,245/40ZR17,82.216,AUTO TIRES,GT RADIAL,1
1325,R30C-34,GENERAL ALTIMAX ARCTIC 12,XL,225/70R16,80.288,AUTO TIRES,GENERAL,1
1326,R30C-35,FALKEN WILDPEAK A/T AT3W,SL,265/70R17,98.4,AUTO TIRES,FALKEN,1
1327,R30C-36,NITTO TRAIL GRAPPLER M/T,E,35X12.50R17,266.4,AUTO TIRES,NITTO,1
1328,R30C-37,HANKOOK KINERGY GT,SL,205/65R16,85.584,AUTO TIRES,HANKOOK,1
1329,R30C-38,SUPERMAX TM-1,SL,215/65R16,44.656,AUTO TIRES,SUPERMAX,1
1330,R30C-39,SUPERMAX TM-1,SL,235/65R18,60.768,AUTO TIRES,SUPERMAX,1
1331,R30C-40,FALKEN WILDPEAK A/T AT3W,XL,235/70R16,97.528,AUTO TIRES,FALKEN,1
1332,R30C-41,HANKOOK DYNAPRO HT,SL,225/75R16,77.6,AUTO TIRES,HANKOOK,1
1333,R30C-42,OTANI KC2000,SL,245/45ZR19,60.216,AUTO TIRES,OTANI,1
1334,R30C-43,GT RADIAL ADVENTURO AT3,E,245/75R16,78.4,AUTO TIRES,GT RADIAL,1
1335,R30C-44,BRIDGESTONE TURANZA EL440,SL,235/60R18,141.344,AUTO TIRES,BRIDGESTONE,1
1336,R30C-45,FIRESTONE TRANSFORCE HT,E,215/85R16,119.896,AUTO TIRES,FIRESTONE,1
1337,R30C-46,MUDSTAR RADIAL M/T,E,235/85R16,91.536,AUTO TIRES,MUDSTAR,1
1338,R30C-47,WESTLAKE RADIAL RP18,SL,215/60R16,43.968,AUTO TIRES,WESTLAKE,1
1339,R30C-48,SUPERMAX TM-1,SL,215/65R16,44.656,AUTO TIRES,SUPERMAX,1
1340,R31A-01,SUPERMAX TM-1,SL,215/45R17,43.968,AUTO TIRES,SUPERMAX,1
1341,R31A-02,SUPERMAX TM-1,SL,215/45R17,43.968,AUTO TIRES,SUPERMAX,1
1342,R31A-03,WESTLAKE RADIAL SA-07,SL,205/50R17,46.368,AUTO TIRES,WESTLAKE,1
1343,R31A-04,WESTLAKE RADIAL SA-07,SL,205/50R17,46.368,AUTO TIRES,WESTLAKE,1
1344,R31A-05,WESTLAKE RADIAL SA-07,SL,205/50R17,46.368,AUTO TIRES,WESTLAKE,1
1345,R31A-06,SUPERMAX TM-1,SL,215/45R17,43.968,AUTO TIRES,SUPERMAX,1
1346,R31A-07,SUPERMAX TM-1,SL,215/45R17,43.968,AUTO TIRES,SUPERMAX,1
1347,R31A-08,FEDERAL SUPER STEEL 595,SL,215/45R17,48.08,AUTO TIRES,FEDERAL,1
1348,R31A-09,FEDERAL SUPER STEEL 595,SL,215/45R17,48.08,AUTO TIRES,FEDERAL,1
1349,R31A-10,SUPERMAX TM-1,SL,205/50R17,45.568,AUTO TIRES,SUPERMAX,1
1350,R31A-11,SUPERMAX TM-1,SL,225/45R17,45.568,AUTO TIRES,SUPERMAX,1
1351,R31A-12,SUPERMAX TM-1,SL,215/45R17,43.968,AUTO TIRES,SUPERMAX,1
1352,R31A-13,SUPERMAX TM-1,SL,225/45R17,45.568,AUTO TIRES,SUPERMAX,1
1353,R31A-14,NITTO NT555 G2,XL,245/45ZR17,104.8,AUTO TIRES,NITTO,1
1354,R31A-15,SUPERMAX TM-1,SL,225/45R17,45.568,AUTO TIRES,SUPERMAX,1
1355,R31A-16,NEXEN CLASSE PREMIERE CP671,SL,215/55R17,80.224,AUTO TIRES,NEXEN,1
1356,R31A-17,MICHELIN PREMIER A/S,SL,215/55R17,135.992,AUTO TIRES,MICHELIN,1
1357,R31A-18,RADAR DIMAX AS-8,SL,215/55R17,48.584,AUTO TIRES,RADAR,1
1358,R31A-19,SUPERMAX TM-1,SL,215/45R17,43.968,AUTO TIRES,SUPERMAX,1
1359,R31A-20,RYDANZ ROADSTER R02,XL,205/50ZR17,68.792,AUTO TIRES,RYDANZ,1
1360,R31A-21,RYDANZ ROADSTER R02,XL,235/45ZR17,57.176,AUTO TIRES,RYDANZ,1
1361,R31A-22,MICHELIN DEFENDER,SL,225/50R17,136.792,AUTO TIRES,MICHELIN,1
1362,R31A-23,MILESTAR MS932 SPORT,XL,215/55R17,49.568,AUTO TIRES,MILESTAR,0
1363,R31A-24,ACHILLES ATR SPORT,XL,255/40ZR17,55.168,AUTO TIRES,ACHILLES,1
1364,R31A-25,SUMITOMO HTR Z II,SL,275/40ZR17,107.192,AUTO TIRES,SUMITOMO,1
1365,R31A-26,FALKEN AZENIS FK450 A/S,SL,215/55ZR17,81.68,AUTO TIRES,FALKEN,1
1366,R31A-27,SUPERMAX TM-1,SL,215/45R17,43.968,AUTO TIRES,SUPERMAX,1
1367,R31A-28,BRIDGESTONE POTENZA RE980AS,SL,225/55R17,100.792,AUTO TIRES,BRIDGESTONE,1
1368,R31A-29,GENERAL ALTIMAX RT43,SL,215/55R17,96.792,AUTO TIRES,GENERAL,1
1369,R31A-30,MILESTAR MS932 SPORT,XL,205/50R17,50.368,AUTO TIRES,MILESTAR,1
1370,R31A-31,MILESTAR MS932 SPORT,XL,225/45R17,47.968,AUTO TIRES,MILESTAR,1
1371,R31A-32,MILESTAR MS932 SPORT,XL,215/45R17,48.768,AUTO TIRES,MILESTAR,1
1372,R31A-33,SUMITOMO HTR Z II,SL,225/45ZR17,74.808,AUTO TIRES,SUMITOMO,1
1373,R31A-34,SUPERMAX TM-1,SL,225/45R17,45.568,AUTO TIRES,SUPERMAX,1
1374,R31A-35,LIONHART LH-503,XL,235/45ZR17,41.048,AUTO TIRES,LIONHART,1
1375,R31A-36,ANTARES INGENS A1,XL,235/45ZR17,63.952,AUTO TIRES,ANTARES,1
1376,R31A-37,YOKOHAMA GEOLANDAR G91,SL,225/55R17,121.488,AUTO TIRES,YOKOHAMA,1
1377,R31A-38,SUPERMAX TM-1,SL,215/45R17,43.968,AUTO TIRES,SUPERMAX,1
1378,R31A-39,WESTLAKE RADIAL SA-07,XL,225/40ZR18,50.936,AUTO TIRES,WESTLAKE,1
1379,R31A-40,VERCELLI STRADA II,XL,225/50ZR17,63.992,AUTO TIRES,VERCELLI,1
1380,R31A-41,SUPERMAX TM-1,SL,215/45R17,43.968,AUTO TIRES,SUPERMAX,1
1381,R31A-42,SUPERMAX TM-1,SL,225/45R17,45.568,AUTO TIRES,SUPERMAX,1
1382,R31A-43,MILESTAR MS932 SPORT,XL,225/50R17,55.968,AUTO TIRES,MILESTAR,1
1383,R31A-44,SUPERMAX TM-1,SL,225/60R17,51.168,AUTO TIRES,SUPERMAX,1
1384,R31A-45,SUPERMAX TM-1,SL,225/60R17,51.168,AUTO TIRES,SUPERMAX,1
1385,R31A-46,SUPERMAX TM-1,SL,225/60R17,51.168,AUTO TIRES,SUPERMAX,1
1386,R31A-47,SUPERMAX TM-1,SL,215/45R17,43.968,AUTO TIRES,SUPERMAX,1
1387,R31B-01,SUPERMAX TM-1,SL,215/45R17,43.968,AUTO TIRES,SUPERMAX,1
1388,R31B-02,YOKOHAMA GEOLANDAR G95,SL,225/55R17,153.592,AUTO TIRES,YOKOHAMA,1
1389,R31B-03,YOKOHAMA GEOLANDAR G95,SL,225/55R17,153.592,AUTO TIRES,YOKOHAMA,1
1390,R31B-04,SUMITOMO HTR Z II,SL,245/45ZR17,63.224,AUTO TIRES,SUMITOMO,1
1391,R31B-05,MICHELIN PREMIER A/S,SL,245/45R17,154.392,AUTO TIRES,MICHELIN,1
1392,R31B-06,SUPERMAX TM-1,SL,225/60R17,51.168,AUTO TIRES,SUPERMAX,1
1393,R31B-07,GOODYEAR EAGLE LS2,SL,225/50R17,217.592,AUTO TIRES,GOODYEAR,1
1394,R31B-08,COOPER DISCOVERER TRUE NORTH,SL,235/55R17,109.592,AUTO TIRES,COOPER,1
1395,R31B-09,VREDESTEIN QUATRAC 5,XL,235/55R17,126.568,AUTO TIRES,VREDESTEIN,1
1396,R31B-10,FALKEN WILDPEAK H/T HT01A2,SL,215/65R17,82.616,AUTO TIRES,FALKEN,1
1397,R31B-11,VREDESTEIN QUATRAC 5,XL,235/55R17,126.568,AUTO TIRES,VREDESTEIN,1
1398,R31B-12,GOODYEAR EAGLE LS2,SL,225/50R17,217.592,AUTO TIRES,GOODYEAR,1
1399,R31B-13,VREDESTEIN QUATRAC 5,XL,235/55R17,126.568,AUTO TIRES,VREDESTEIN,1
1400,R31B-14,FIRESTONE DESTINATION LE2,SL,225/65R17,108.776,AUTO TIRES,FIRESTONE,1
1401,R31B-15,SUMITOMO ENCOUNTER HT,SL,225/65R17,97.592,AUTO TIRES,SUMITOMO,1
1402,R31B-16,GOODYEAR ULTRA GRIP WINTER,SL,225/60R17,56,AUTO TIRES,GOODYEAR,1
1403,R31B-17,GOODYEAR ASSURANCE TRIPLETRED ALL-SEASON,SL,215/55R17,119.992,AUTO TIRES,GOODYEAR,1
1404,R31B-18,SUPERMAX TM-1,SL,225/60R17,51.168,AUTO TIRES,SUPERMAX,1
